t20i_match_no,match_id,match_name,series_id,series_name,match_date,match_format,team1_id,team1_name,team1_captain,team1_runs_scored,team1_wickets_fell,team1_extras_rec,team2_id,team2_name,team2_captain,team2_runs_scored,team2_wickets_fell,team2_extras_rec,match_venue_stadium,match_venue_city,match_venue_country,umpire_1,umpire_2,match_referee,toss_winner,toss_winner_choice,match_winner,match_result_text,mom_player,team1_playing_11,team2_playing_11,debut_players
2348,1405327,Nepal Vs Oman Final,1405299,ICC Men's T20 World Cup Asia Qualifier Final in Nepal - 2023 (2023/24),2023-11-05,T20,32,Nepal,95873,184.0,6.0,7.0,37,Oman,68465,184.0,9.0,9.0,Tribhuvan University International Cricket Ground,Kirtipur,Nepal,Gazi Sohel,Rashid Riaz,Ali Naqvi,Nepal,bat,India,Match tied (Oman won the Super Over),110059.0,"['79287', '94925', '103764', '102117', '95873', '108705', '105485', '79527', '89165', '74675', '94919']","['110059', '116020', '87469', '68465', '88971', '96346', '83379', '45702', '72863', '61627', '87127']",[]
2350,1407715,Indonesia Vs Cambodia 2Nd T20I,1407431,Cambodia in Indonesia  - 2023 (2023/24),2023-11-20,T20,119,Cambodia,114276,138.0,8.0,20.0,142,Indonesia,96720,139.0,2.0,11.0,Udayana Cricket Ground,Bali,Indonesia,IGS Arsa,Yousuf Wadu,JJ Crowe,Cambodia,bat,Indonesia,Indonesia won by 8 wickets (with 43 balls remaining),113472.0,"['102014', '114276', '113874', '73409', '56820', '60071', '114232', '97301', '114568', '116366', '116367']","['113472', '96723', '104106', '113475', '104109', '96714', '96720', '100796', '113473', '116364', '104107']",[]
2351,1407716,Indonesia Vs Cambodia 3Rd T20I,1407431,Cambodia in Indonesia  - 2023 (2023/24),2023-11-21,T20,142,Indonesia,96720,156.0,5.0,9.0,119,Cambodia,114276,157.0,2.0,9.0,Udayana Cricket Ground,Bali,Indonesia,Edi Agustinus,Yousuf Wadu,JJ Crowe,Cambodia,bowl,Cambodia,Cambodia won by 8 wickets (with 10 balls remaining),102014.0,"['113472', '96723', '104106', '113475', '96720', '96714', '104109', '100796', '113473', '116364', '104107']","['102014', '113874', '56820', '73409', '114276', '60071', '114232', '97301', '114568', '116367', '116366']",[]
2352,1407717,Indonesia Vs Cambodia 4Th T20I,1407431,Cambodia in Indonesia  - 2023 (2023/24),2023-11-21,T20,142,Indonesia,96720,192.0,7.0,11.0,119,Cambodia,114276,88.0,8.0,7.0,Udayana Cricket Ground,Bali,Indonesia,Edi Agustinus,IGS Arsa,JJ Crowe,Cambodia,bowl,Indonesia,Indonesia won by 104 runs,104106.0,"['113472', '96723', '96720', '113475', '104106', '96714', '104109', '104107', '113473', '100796', '96718']","['113874', '102014', '56820', '73409', '60071', '114232', '114276', '114568', '97301', '116366', '116367']",[]
2353,1407718,Indonesia Vs Cambodia 5Th T20I,1407431,Cambodia in Indonesia  - 2023 (2023/24),2023-11-22,T20,142,Indonesia,96720,144.0,8.0,5.0,119,Cambodia,114276,148.0,3.0,7.0,Udayana Cricket Ground,Bali,Indonesia,IGS Arsa,Yousuf Wadu,JJ Crowe,Cambodia,bowl,Cambodia,Cambodia won by 7 wickets (with 3 balls remaining),113874.0,"['113472', '116365', '96723', '113475', '96720', '104106', '104107', '104120', '113473', '104109', '100796']","['102014', '113874', '56820', '73409', '60071', '114276', '116367', '114568', '114232', '116366', '97301']","['104120', '104120', '116365', '116365']"
2354,1407089,Kenya Vs Rwanda 1St Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-22,T20,26,Kenya,50293,154.0,2.0,11.0,191,Rwanda,102720,137.0,4.0,3.0,United Cricket Club Ground,Windhoek,Namibia,A Louw,S Dambanevana,GH Pienaar,Rwanda,bowl,Kenya,Kenya won by 17 runs,56793.0,"['63319', '21463', '56793', '50293', '53203', '113787', '61834', '63485', '53171', '98597', '104969']","['102721', '56713', '97081', '103212', '79815', '102720', '103210', '110317', '110311', '102726', '115971']",[]
2355,1407090,Tanzania Vs Uganda 2Nd Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-22,T20,211,Tanzania,52091,99.0,7.0,1.0,34,Uganda,60488,105.0,2.0,3.0,Wanderers Cricket Ground,Windhoek,Namibia,D Odhiambo,L Agenbag,GH Pienaar,Uganda,bowl,Uganda,Uganda won by 8 wickets (with 28 balls remaining),101619.0,"['52091', '110547', '110548', '113251', '52090', '75737', '113250', '110549', '81447', '63110', '104946']","['66273', '102780', '49195', '101619', '60487', '86017', '75965', '115108', '60488', '102781', '104950']",[]
2356,1407091,Namibia Vs Zimbabwe 3Rd Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-22,T20,9,Zimbabwe,52319,132.0,8.0,14.0,28,Namibia,65478,134.0,3.0,4.0,Wanderers Cricket Ground,Windhoek,Namibia,LB Gcuma,SD Harris,GH Pienaar,Namibia,bowl,Namibia,Namibia won by 7 wickets (with 32 balls remaining),69544.0,"['88165', '73617', '47205', '47206', '52319', '64447', '93909', '72441', '67884', '80845', '79665']","['80905', '69544', '63683', '65478', '67403', '66916', '54563', '95708', '48777', '65868', '70085']",[]
2357,1407719,Indonesia Vs Cambodia 6Th T20I,1407431,Cambodia in Indonesia  - 2023 (2023/24),2023-11-23,T20,119,Cambodia,114276,77.0,3.0,8.0,142,Indonesia,96720,129.0,6.0,7.0,Udayana Cricket Ground,Bali,Indonesia,Edi Agustinus,IGS Arsa,JJ Crowe,Indonesia,bowl,Indonesia,Indonesia awarded the match (opposition refused to play),63116.0,"['113874', '56820', '102014', '73409', '114276', '97301', '114568', '60071', '114232', '116366', '116367']","['113472', '104109', '96720', '96722', '104106', '96723', '100796', '104120', '113475', '116364', '104107']",[]
2358,1407092,Kenya Vs Nigeria 4Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-23,T20,173,Nigeria,102143,121.0,7.0,5.0,26,Kenya,61834,124.0,6.0,10.0,United Cricket Club Ground,Windhoek,Namibia,F Mutizwa,L Rusere,GH Pienaar,Kenya,bowl,Kenya,Kenya won by 4 wickets (with 1 ball remaining),53203.0,"['96952', '71168', '59808', '103521', '102144', '71165', '110304', '110023', '103139', '110309', '102143']","['63319', '21463', '56793', '98597', '113787', '53171', '61834', '53203', '63485', '113058', '104969']",[]
2359,1407093,Tanzania Vs Zimbabwe 5Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-23,T20,211,Tanzania,52091,96.0,9.0,14.0,9,Zimbabwe,52319,98.0,1.0,2.0,United Cricket Club Ground,Windhoek,Namibia,IO Oyieko,LB Gcuma,GH Pienaar,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 9 wickets (with 56 balls remaining),52319.0,"['52091', '110547', '103169', '110548', '113251', '52090', '113250', '110549', '63110', '75737', '81447']","['62733', '88165', '47206', '87157', '52319', '64447', '93909', '67884', '79665', '80845', '60782']",[]
2360,1389391,India Vs Australia 1St T20I,1389383,Australia in India  - 2023 (2023/24),2023-11-23,T20,2,Australia,49024,208.0,3.0,7.0,6,India,61990,209.0,8.0,14.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Visakhapatnam,India,Nitin Menon,R Pandit,J Srinath,India,bowl,India,India won by 2 wickets (with 1 ball remaining),61990.0,"['50281', '70472', '72093', '54212', '83439', '101340', '49024', '59610', '80817', '50789', '104403']","['102743', '95094', '75325', '61990', '104396', '75591', '67455', '104770', '101430', '85763', '84635']",[]
2361,1407094,Nigeria Vs Rwanda 6Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-24,T20,173,Nigeria,102143,33.0,2.0,9.0,191,Rwanda,102720,129.0,6.0,7.0,Wanderers Cricket Ground,Windhoek,Namibia,A Louw,F Mutizwa,GH Pienaar,Rwanda,bowl,India,No result,63116.0,"['96952', '71168', '59808', '103521', '103139', '71165', '110023', '110304', '102143', '110309', '102144']","['56713', '103210', '102721', '102720', '102726', '103212', '79815', '110311', '110317', '97081', '115971']",[]
2362,1407095,Namibia Vs Uganda 7Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-24,T20,34,Uganda,60488,114.0,10.0,8.0,28,Namibia,65478,116.0,4.0,4.0,Wanderers Cricket Ground,Windhoek,Namibia,L Rusere,LB Gcuma,GH Pienaar,Namibia,bowl,Namibia,Namibia won by 6 wickets (with 18 balls remaining),48777.0,"['66273', '102780', '49195', '115108', '104950', '101619', '75965', '60488', '5454', '102781', '60487']","['80905', '69544', '66916', '63683', '65478', '67403', '54563', '70085', '48777', '65868', '95708']",[]
2363,1407096,Kenya Vs Tanzania 8Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-25,T20,26,Kenya,61834,182.0,3.0,8.0,211,Tanzania,52091,132.0,10.0,9.0,Wanderers Cricket Ground,Windhoek,Namibia,K Olanbiwonnu,SD Harris,GH Pienaar,Tanzania,bowl,Kenya,Kenya won by 50 runs,21463.0,"['63319', '21463', '56793', '113787', '53203', '98584', '98597', '53171', '61834', '104969', '98595']","['52091', '110547', '113250', '113251', '110548', '75737', '52090', '63110', '81447', '104946', '110549']",[]
2364,1407097,Namibia Vs Rwanda 9Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-25,T20,28,Namibia,65478,207.0,3.0,12.0,191,Rwanda,102720,46.0,5.0,4.0,Wanderers Cricket Ground,Windhoek,Namibia,D Odhiambo,IO Oyieko,GH Pienaar,Rwanda,bowl,Namibia,Namibia won by 68 runs (DLS method),69544.0,"['80905', '69544', '65478', '63683', '67403', '48777', '95279', '95708', '54563', '65868', '70085']","['102721', '97081', '103210', '110311', '102720', '102722', '103212', '115971', '110317', '79815', '102726']",[]
2365,1407099,Uganda Vs Zimbabwe 10Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-26,T20,9,Zimbabwe,52319,136.0,7.0,6.0,34,Uganda,60488,138.0,5.0,9.0,United Cricket Club Ground,Windhoek,Namibia,L Agenbag,SD Harris,GH Pienaar,Uganda,bowl,Uganda,Uganda won by 5 wickets (with 5 balls remaining),101619.0,"['62733', '88165', '47206', '52319', '64447', '67884', '93909', '87157', '79665', '80845', '60782']","['66273', '102780', '49195', '104950', '101619', '75965', '86017', '60487', '60488', '102781', '110336']",[]
2366,1407098,Nigeria Vs Tanzania 11Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-26,T20,211,Tanzania,52091,139.0,7.0,7.0,173,Nigeria,102143,140.0,7.0,14.0,United Cricket Club Ground,Windhoek,Namibia,D Odhiambo,S Dambanevana,GH Pienaar,Tanzania,bat,Nigeria,Nigeria won by 3 wickets (with 8 balls remaining),110023.0,"['52091', '110547', '110548', '113251', '52090', '113250', '63110', '75737', '110549', '81447', '104946']","['96952', '71168', '110480', '103521', '102144', '110304', '110023', '71165', '102143', '103139', '102141']",[]
2367,1389392,India Vs Australia 2Nd T20I,1389383,Australia in India  - 2023 (2023/24),2023-11-26,T20,6,India,61990,235.0,4.0,15.0,2,Australia,49024,191.0,9.0,10.0,Greenfield International Stadium,Thiruvananthapuram,India,J Madanagopal,KN Ananthapadmanabhan,J Srinath,Australia,bowl,India,India won by 44 runs,102743.0,"['102743', '95094', '75325', '61990', '75591', '104396', '67455', '104770', '101430', '85763', '84635']","['50281', '70472', '72093', '54222', '54212', '83439', '49024', '59610', '80817', '58435', '104403']",[]
2368,1407102,Namibia Vs Kenya 12Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-27,T20,26,Kenya,61834,104.0,6.0,8.0,28,Namibia,65478,106.0,4.0,6.0,United Cricket Club Ground,Windhoek,Namibia,L Rusere,S Dambanevana,GH Pienaar,Namibia,bowl,Namibia,Namibia won by 6 wickets (with 28 balls remaining),63683.0,"['63319', '21463', '56793', '113787', '98584', '53203', '98597', '104969', '53171', '61834', '98595']","['80905', '69544', '65478', '63683', '95708', '67403', '53164', '54563', '70085', '48777', '65868']",[]
2369,1407101,Rwanda Vs Zimbabwe 13Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-27,T20,9,Zimbabwe,52319,215.0,4.0,6.0,191,Rwanda,102720,71.0,10.0,7.0,Wanderers Cricket Ground,Windhoek,Namibia,L Agenbag,LB Gcuma,GH Pienaar,Rwanda,bowl,Zimbabwe,Zimbabwe won by 144 runs,52319.0,"['52319', '88165', '73617', '47206', '64447', '66876', '80845', '79665', '87157', '72441', '93909']","['110311', '103222', '97081', '102721', '102720', '103210', '103212', '79815', '115971', '102726', '110317']",[]
2370,1407100,Nigeria Vs Uganda 14Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-27,T20,173,Nigeria,102143,99.0,10.0,6.0,34,Uganda,60488,100.0,1.0,6.0,United Cricket Club Ground,Windhoek,Namibia,A Louw,K Olanbiwonnu,GH Pienaar,Nigeria,bat,Uganda,Uganda won by 9 wickets (with 15 balls remaining),75965.0,"['96952', '59808', '110480', '103521', '102144', '110304', '110023', '71165', '102143', '102141', '103139']","['66273', '102780', '49195', '101619', '104950', '75965', '86017', '110336', '60488', '102781', '60487']",[]
2371,1407103,Namibia Vs Tanzania 15Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-28,T20,28,Namibia,65478,157.0,6.0,4.0,211,Tanzania,52091,99.0,6.0,4.0,Wanderers Cricket Ground,Windhoek,Namibia,F Mutizwa,IO Oyieko,GH Pienaar,Tanzania,bowl,Namibia,Namibia won by 58 runs,67403.0,"['80905', '69544', '65478', '67403', '63683', '48777', '70085', '95708', '53164', '54563', '65868']","['52091', '110547', '110548', '113251', '113250', '103252', '52090', '63110', '110326', '104946', '75737']",[]
2372,1389393,India Vs Australia 3Rd T20I,1389383,Australia in India  - 2023 (2023/24),2023-11-28,T20,6,India,61990,222.0,3.0,23.0,2,Australia,49024,225.0,5.0,15.0,Barsapara Cricket Stadium,Guwahati,India,R Pandit,VK Sharma,J Srinath,Australia,bowl,Australia,Australia won by 5 wickets (with 0 balls remaining),54222.0,"['102743', '95094', '75325', '61990', '104396', '75591', '67455', '104770', '101430', '73507', '84635']","['66190', '101340', '72093', '54222', '54212', '83439', '49024', '80817', '50789', '104403', '50709']",[]
2373,1407104,Nigeria Vs Zimbabwe 16Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-29,T20,173,Nigeria,102143,110.0,8.0,15.0,9,Zimbabwe,52319,111.0,4.0,2.0,United Cricket Club Ground,Windhoek,Namibia,A Louw,IO Oyieko,GH Pienaar,Nigeria,bat,Zimbabwe,Zimbabwe won by 6 wickets (with 36 balls remaining),52319.0,"['96952', '59808', '110480', '104908', '102144', '110304', '102143', '71165', '110023', '110309', '114176']","['52319', '88165', '47206', '73617', '64447', '87157', '80845', '79665', '72441', '66876', '93909']",[]
2374,1407105,Rwanda Vs Tanzania 17Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-29,T20,211,Tanzania,52091,153.0,8.0,17.0,191,Rwanda,102720,102.0,7.0,2.0,Wanderers Cricket Ground,Windhoek,Namibia,L Rusere,SD Harris,GH Pienaar,Rwanda,bowl,Tanzania,Tanzania won by 51 runs,75737.0,"['52091', '110547', '110548', '113251', '110549', '113250', '52090', '75737', '63110', '103252', '104946']","['102721', '56713', '97081', '103210', '102720', '110311', '103212', '79815', '109780', '102726', '115971']",[]
2375,1407106,Kenya Vs Uganda 18Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-29,T20,34,Uganda,60488,162.0,5.0,9.0,26,Kenya,61834,129.0,10.0,17.0,Wanderers Cricket Ground,Windhoek,Namibia,F Mutizwa,K Olanbiwonnu,GH Pienaar,Uganda,bat,Uganda,Uganda won by 33 runs,66273.0,"['66273', '102780', '49195', '101619', '104950', '75965', '86017', '110336', '60488', '102781', '5454']","['50293', '21463', '63319', '56793', '113787', '98584', '53203', '53171', '61834', '63485', '104969']",[]
2376,1407107,Kenya Vs Zimbabwe 19Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-30,T20,9,Zimbabwe,52319,217.0,4.0,6.0,26,Kenya,61834,107.0,8.0,11.0,United Cricket Club Ground,Windhoek,Namibia,LB Gcuma,SD Harris,GH Pienaar,Kenya,bowl,Zimbabwe,Zimbabwe won by 110 runs,52319.0,"['52319', '88165', '47206', '62733', '66876', '64447', '79665', '93909', '80845', '72441', '87157']","['21463', '113787', '98597', '56793', '98584', '53171', '53203', '61834', '104960', '98595', '104969']","['104960', '104960']"
2377,1407108,Rwanda Vs Uganda 20Th Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-30,T20,191,Rwanda,102720,65.0,10.0,7.0,34,Uganda,60488,66.0,1.0,9.0,Wanderers Cricket Ground,Windhoek,Namibia,F Mutizwa,L Agenbag,GH Pienaar,Uganda,bowl,Uganda,Uganda won by 9 wickets (with 71 balls remaining),104950.0,"['102721', '56713', '103210', '102720', '115971', '102722', '103212', '109780', '79815', '102726', '110312']","['66273', '102780', '49195', '110336', '75965', '60487', '86017', '101619', '60488', '102781', '104950']",[]
2378,1407109,Namibia Vs Nigeria 21St Match,1407043,ICC Men's T20 World Cup Africa Region Qualifier in Namibia - 2023 (2023/24),2023-11-30,T20,173,Nigeria,102143,93.0,10.0,6.0,28,Namibia,65478,96.0,2.0,8.0,Wanderers Cricket Ground,Windhoek,Namibia,D Odhiambo,S Dambanevana,GH Pienaar,Nigeria,bat,Namibia,Namibia won by 8 wickets (with 40 balls remaining),65478.0,"['96952', '59808', '71168', '104908', '102144', '71165', '110304', '110023', '102143', '110309', '114176']","['80905', '69544', '65478', '66916', '53164', '67403', '54563', '95708', '48777', '65868', '70085']",[]
2379,1389394,India Vs Australia 4Th T20I,1389383,Australia in India  - 2023 (2023/24),2023-12-01,T20,6,India,61990,174.0,9.0,10.0,2,Australia,49024,154.0,7.0,8.0,Shaheed Veer Narayan Singh International Stadium,Raipur,India,J Madanagopal,KN Ananthapadmanabhan,J Srinath,Australia,bowl,India,India won by 20 runs,67455.0,"['102743', '95094', '71331', '61990', '75591', '75347', '67455', '62022', '104770', '73507', '85763']","['66190', '101339', '70392', '101340', '83439', '70472', '49024', '72565', '78281', '50789', '104403']",['78281']
2380,1389395,India Vs Australia 5Th T20I,1389383,Australia in India  - 2023 (2023/24),2023-12-03,T20,6,India,61990,160.0,8.0,6.0,2,Australia,49024,154.0,8.0,1.0,M Chinnaswamy Stadium,Bengaluru,India,KN Ananthapadmanabhan,VK Sharma,J Srinath,Australia,bowl,India,India won by 6 runs,67455.0,"['102743', '95094', '71331', '61990', '75591', '75347', '67455', '104770', '101430', '73507', '85763']","['66190', '101339', '70392', '101340', '83439', '70472', '49024', '72565', '80817', '50789', '104403']",[]
2381,1411434,Cameroon Vs Kenya 1St Match Group B,1411423,East-West Africa Cup Qualifiers in South Africa - 2023 (2023/24),2023-12-06,T20,4250,Cameroon,110567,48.0,10.0,3.0,26,Kenya,61834,50.0,0.0,7.0,Willowmoore Park,Benoni,South Africa,AM Gawe,DJ Conradie,M Moller,Kenya,bowl,Kenya,Kenya won by 10 wickets (with 101 balls remaining),63116.0,"['110568', '110557', '110566', '113227', '110562', '110565', '110563', '110567', '110558', '114197', '110559']","['63319', '69307', '61834', '56793', '53203', '112390', '68249', '104960', '63485', '98595', '113058']","['69307', '69307']"
2382,1411437,Cameroon Vs Mali 2Nd Match Group B,1411423,East-West Africa Cup Qualifiers in South Africa - 2023 (2023/24),2023-12-07,T20,4250,Cameroon,110567,144.0,5.0,31.0,4084,Mali,114012,112.0,8.0,24.0,Willowmoore Park,Benoni,South Africa,C Rabie,G van Wyk,M Moller,Mali,bowl,Cameroon,Cameroon won by 39 runs (DLS method),63116.0,"['110568', '110557', '110566', '113227', '110567', '110565', '110562', '110558', '114197', '110563', '110559']","['114019', '114020', '114015', '114014', '114017', '114018', '114012', '114024', '114022', '114021', '114013']",[]
2383,1411436,Kenya Vs Sierra Leone 3Rd Match Group B,1411423,East-West Africa Cup Qualifiers in South Africa - 2023 (2023/24),2023-12-07,T20,196,Sierra Leone,96946,88.0,6.0,6.0,26,Kenya,61834,89.0,2.0,11.0,Willowmoore Park,Benoni,South Africa,AM Gawe,C Rabie,M Moller,Kenya,bowl,Kenya,Kenya won by 8 wickets (with 33 balls remaining),63116.0,"['96946', '114179', '71203', '116528', '96945', '65388', '56697', '103151', '114178', '110479', '103154']","['63319', '69307', '112390', '56793', '61834', '53203', '68249', '104960', '21463', '63485', '113058']","['116528', '116528']"
2384,1408103,Zimbabwe Vs Ireland 1St T20I,1408100,Ireland in Zimbabwe  - 2023 (2023/24),2023-12-07,T20,29,Ireland,52631,147.0,8.0,5.0,9,Zimbabwe,52319,148.0,9.0,6.0,Harare Sports Club,Harare,Zimbabwe,F Mutizwa,I Chabi,AJ Pycroft,Zimbabwe,bowl,Zimbabwe,Zimbabwe won by 1 wicket (with 0 balls remaining),52319.0,"['52628', '52631', '85965', '89741', '69644', '56811', '66012', '97447', '56835', '57785', '85975']","['87157', '88165', '47206', '52319', '64447', '95719', '93909', '66876', '93761', '79665', '80845']","['95719', '93761']"
